product_name,ingredients_text,ingredients_tags,ingredients_analysis_tags,labels_tags,allergens_tags,categories_tags,nutriscore_grade,quantity,brands,index,ingredients_main_text_only,ingredients_tags_fr
Crackers multigraines,"[{'lang': 'main', 'text': ""Amidon de maïs, margarine végétale [graisses et huiles mono-et diglycérides d'acides gras; sel]; maltodextrine, amidon de tapioca modifié, farine de millet complète 6,1%, farine de soja, sirop de riz, farine de lin 3,6%, farine de riz brun 3,5%, farine de sarrasin 1,8%, farine de sorgho 1,7%, farine de lin 1,6%, farine de maïs 1,4%, levain séché (sarrasin), son de soja 1,4%, pavot 0,7%, sirop de betterave à sucre, sel de mer, émulsifiant: esters monoacétyl-tartriques et diacetyltartriques des mono - et diglycérides d'acides gras, poudre à lever: carbonate acide d'ammonium, carbonate acide de sodium, tartrate monopotassique; épaississants gomme de guar, hydroxypropylmethylcellulose; acidulant: acide citrique; arôme naturel. Peut contenir de lupin. SANS LACTOSE. SANS BLE.""}
 {'lang': 'fr', 'text': ""Amidon de maïs, margarine végétale [graisses et huiles mono-et diglycérides d'acides gras; sel]; maltodextrine, amidon de tapioca modifié, farine de millet complète 6,1%, farine de soja, sirop de riz, farine de lin 3,6%, farine de riz brun 3,5%, farine de sarrasin 1,8%, farine de sorgho 1,7%, farine de lin 1,6%, farine de maïs 1,4%, levain séché (sarrasin), son de soja 1,4%, pavot 0,7%, sirop de betterave à sucre, sel de mer, émulsifiant: esters monoacétyl-tartriques et diacetyltartriques des mono - et diglycérides d'acides gras, poudre à lever: carbonate acide d'ammonium, carbonate acide de sodium, tartrate monopotassique; épaississants gomme de guar, hydroxypropylmethylcellulose; acidulant: acide citrique; arôme naturel. Peut contenir de lupin. SANS LACTOSE. SANS BLE.""}
 {'lang': 'en', 'text': 'Corn starch, Palm oil, Sunflower oil, Water boiled, Salt, Stigmasterol-rich plant sterols E499, Acetic acid esters of mono - and diglycerides of fatty acids E472a, Maltodextrin, Tapioca, Flour millet, Soy flour, Syrup, Flaxseed, Rice flour whole, Flour buckwheat, Sorghum flour, Corn flour finely ground, Buckwheat, Soy bean, Poppy seed, Beet red, Seasalt without iodine, Tartaric acid esters of mono - and diglycerides of fatty acids E472d, Ammonium carbonates E503, Sodium carbonates E500, Monopotassium glutamate E622, Guar gum E412, Hydroxypropyl methyl cellulose E464, Citric acid E330, Natural flavors'}
 {'lang': 'fr', 'text': 'Amidon de maïs, margarine végétale [graisses et huiles mono-et diglycérides d\'acides gras; sel]; maltodextrine, amidon de tapioca modifié, farine de millet complète 6,1%, farine de <span class=""allergen"">soja</span>, sirop de riz, farine de lin 3,6%, farine de riz brun 3,5%, farine de sarrasin 1,8%, farine de sorgho 1,7%, farine de lin 1,6%, farine de maïs 1,4%, levain séché (sarrasin), <span class=""allergen"">son de soja</span> 1,4%, pavot 0,7%, sirop de betterave à sucre, sel de mer, émulsifiant: esters monoacétyl-tartriques et diacetyltartriques des mono - et diglycérides d\'acides gras, poudre à lever: carbonate acide d\'ammonium, carbonate acide de sodium, tartrate monopotassique; épaississants gomme de guar, hydroxypropylmethylcellulose; acidulant: acide citrique; arôme naturel. Peut contenir de <span class=""allergen"">lupin</span>. SANS LACTOSE. SANS BLE.'}
 {'lang': 'en', 'text': 'Corn starch, Palm oil, Sunflower oil, Water boiled, Salt, Stigmasterol-rich plant sterols E499, Acetic acid esters of mono - and diglycerides of fatty acids E472a, Maltodextrin, Tapioca, Flour millet, <span class=""allergen"">Soy flour</span>, Syrup, Flaxseed, Rice flour whole, Flour buckwheat, Sorghum flour, Corn flour finely ground, Buckwheat, Soy bean, Poppy seed, Beet red, Seasalt without iodine, Tartaric acid esters of mono - and diglycerides of fatty acids E472d, Ammonium carbonates E503, Sodium carbonates E500, Monopotassium glutamate E622, Guar gum E412, Hydroxypropyl methyl cellulose E464, Citric acid E330, Natural flavors'}]","['en:corn-starch' 'en:starch' 'en:vegetable-margarine' 'en:margarine'
 'en:maltodextrin' 'en:modified-tapioca-starch' 'en:modified-starch'
 'en:tapioca' 'fr:farine-de-millet-complete' 'en:soya-flour' 'en:flour'
 'en:vegetable' 'en:legume' 'en:pulse' 'en:soya' 'en:soya-bean'
 'en:rice-syrup' 'en:added-sugar' 'en:disaccharide' 'en:flax-flour'
 'en:seed' 'en:flax' 'en:flax-seed' 'en:brown-rice-flour'
 'en:cereal-flour' 'en:rice' 'en:wholemeal-flour' 'en:rice-flour'
 'en:buckwheat-flour' 'en:cereal' 'en:buckwheat' 'en:sorghum-flour'
 'en:sorghum' 'en:corn-flour' 'en:corn' 'en:sourdough' 'en:dough'
 'en:soy-bran' 'en:bran' 'en:poppy' 'en:plant' 'en:beetroot'
 'en:root-vegetable' 'en:taproot-vegetable' 'en:sea-salt' 'en:salt'
 'en:emulsifier' 'en:raising-agent' 'en:e500ii' 'en:e500' 'en:e336'
 'en:thickener' 'en:e464' 'en:acid' 'en:natural-flavouring'
 'en:flavouring' 'fr:sans-ble' 'en:fat' 'en:oil-and-fat' 'en:e471'
 'fr:esters-monoacetyl-tartriques-et-diacetyltartriques-des-mono-et-diglycerides-d-acides-gras'
 'en:e503ii' 'en:e503' 'en:e412' 'en:e330']","['en:may-contain-palm-oil' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",['en:no-gluten' 'en:source-of-fibre' 'en:no-lactose'],['en:soybeans'],"['en:biscuits-and-crackers' 'en:specific-products'
 'en:products-for-specific-diets' 'en:crackers-breakfast']",e,6 x 35 g,Schär,43,amidon de mas margarine vgtale graisses et huiles mono et diglycrides dacides gras sel maltodextrine amidon de tapioca modifi farine de millet complte farine de soja sirop de riz farine de lin farine de riz brun farine de sarrasin farine de sorgho farine de lin farine de mas levain sch sarrasin son de soja pavot sirop de betterave sucre sel de mer mulsifiant esters monoactyl tartriques et diacetyltartriques des mono et diglycrides dacides gras poudre lever carbonate acide dammonium carbonate acide de sodium tartrate monopotassique paississants gomme de guar hydroxypropylmethylcellulose acidulant acide citrique arme naturel peut contenir de lupin sans lactose sans ble,farine de millet complete sans ble esters monoacetyl tartriques et diacetyltartriques des mono et diglycerides d acides gras
Evervess,"[{'lang': 'main', 'text': '20'} {'lang': 'fr', 'text': '20'}
 {'lang': 'fr', 'text': '20'}]",['fr:20'],"['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,[],,unknown,50 cl,Everess,51,,
AïnSaïss اس تالب,"[{'lang': 'main', 'text': ""Composition / Ingrédients lngrédients: Pétales de Gruau de maïs (99.8%), sucre, sel, dextrose, sirop de sucre inverti, mélasse, correcteur d'acidité : phosphate trisodique; vitamines: niacine, acide pantothénique, riboflavine (B2), vitamine B6, acide folique. contenir des ARACHIDES et des FRUITS A COQUE. Allergènes Description""}
 {'lang': 'fr', 'text': ""Composition / Ingrédients lngrédients: Pétales de Gruau de maïs (99.8%), sucre, sel, dextrose, sirop de sucre inverti, mélasse, correcteur d'acidité : phosphate trisodique; vitamines: niacine, acide pantothénique, riboflavine (B2), vitamine B6, acide folique. contenir des ARACHIDES et des FRUITS A COQUE. Allergènes Description""}
 {'lang': 'fr', 'text': 'Composition / Ingrédients lngrédients: Pétales de Gruau de maïs (99.8%), sucre, sel, dextrose, sirop de sucre inverti, mélasse, correcteur d\'acidité : phosphate trisodique; vitamines: niacine, acide pantothénique, riboflavine (B2), vitamine B6, acide folique. contenir des <span class=""allergen"">ARACHIDES</span> </span>et des <span class=""allergen"">FRUITS A COQUE</span>. Allergènes Description'}]","['fr:composition' 'fr:ingredients-lngredients' 'en:sugar' 'en:added-sugar'
 'en:disaccharide' 'en:salt' 'en:dextrose' 'en:monosaccharide'
 'en:glucose' 'en:invert-sugar-syrup' 'en:syrup' 'en:invert-sugar'
 'en:sugar-syrup' 'en:molasses' 'en:acidity-regulator' 'en:vitamins'
 'en:e375' 'en:pantothenic-acid' 'en:e101' 'en:vitamin-b6' 'en:folic-acid'
 'en:folate' 'fr:allergenes-description' 'fr:petales-de-gruau-de-mais'
 'en:e339']","['en:palm-oil-free' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",[],['en:nuts' 'en:peanuts'],[],unknown,,Nestlé,64,composition ingrdients lngrdients ptales de gruau de mas sucre sel dextrose sirop de sucre inverti mlasse correcteur dacidit phosphate trisodique vitamines niacine acide pantothnique riboflavine b vitamine b acide folique contenir des arachides et des fruits a coque allergnes description,composition ingredients lngredients allergenes description petales de gruau de mais
Star Mayonnaise,"[{'lang': 'main', 'text': ""Huile de soja, eau, vincigre de ioble, jaune d'aeufs, moutarde';, sel, stobilisants (EA12 ,E415), conservateurs (E202,E211) elantorydants(E330,E385):Contient des sulfies""}
 {'lang': 'fr', 'text': ""Huile de soja, eau, vincigre de ioble, jaune d'aeufs, moutarde';, sel, stobilisants (EA12 ,E415), conservateurs (E202,E211) elantorydants(E330,E385):Contient des sulfies""}
 {'lang': 'fr', 'text': 'Huile de soja, eau, vincigre de ioble, jaune d\'aeufs, <span class=""allergen"">moutarde\'</span>;, sel, stobilisants (EA12 ,E415), conservateurs (E202,E211) elantorydants(E330,E385):Contient des sulfies'}]","['en:soya-oil' 'en:oil-and-fat' 'en:vegetable-oil-and-fat'
 'en:vegetable-oil' 'en:water' 'fr:vincigre-de-ioble' 'fr:jaune-d-aeufs'
 'en:mustard' 'en:salt' 'fr:stobilisants' 'en:preservative'
 'fr:elantorydants' 'fr:ea12' 'en:e415' 'en:e202' 'en:e211' 'en:e330'
 'en:e385' 'fr:contient-des-sulfies']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",['en:without-brown-muscle'],['en:mustard' 'en:soybeans'],['en:condiments' 'en:sauces' 'en:mayonnaises'],e,33cl,Star,65,huile de soja eau vincigre de ioble jaune daeufs moutarde sel stobilisants ea e conservateurs ee elantorydantseecontient des sulfies,vincigre de ioble jaune d aeufs stobilisants elantorydants ea contient des sulfies
Yaourt nature,"[{'lang': 'main', 'text': 'Lait frais entier, poudre de lait écrémé, amidon, ferment lactique sélectionné. matière grasse : 2.8%\n\nالمكونات: حليب طري كامل، مسحوق الحليب بدون قشدة،نشا، خميرة حليبية مختارة ، المادة الدهنية 2,8%'}
 {'lang': 'fr', 'text': 'Lait frais entier, poudre de lait écrémé, amidon, ferment lactique sélectionné. matière grasse : 2.8%\n\nالمكونات: حليب طري كامل، مسحوق الحليب بدون قشدة،نشا، خميرة حليبية مختارة ، المادة الدهنية 2,8%'}
 {'lang': 'fr', 'text': 'Lait frais entier, poudre de lait écrémé, amidon, ferment lactique sélectionné. matière grasse : 2.8%\n\nالمكونات: حليب طري كامل، مسحوق الحليب بدون قشدة،نشا، خميرة حليبية مختارة ، المادة الدهنية 2,8%'}]","['en:fresh-whole-milk' 'en:dairy' 'en:milk' 'en:whole-milk'
 'en:fresh-milk' 'en:skimmed-milk-powder' 'en:milk-powder' 'en:starch'
 'en:selected-lactic-ferments' 'en:ferment' 'en:microbial-culture'
 'en:lactic-ferments' 'en:fat' 'en:oil-and-fat' 'fr:حليب-طري-كامل'
 'fr:مسحوق-الحليب-بدون-قشدة' 'fr:نشا' 'fr:خميرة-حليبية-مختارة'
 'fr:المادة-الدهنية' 'fr:المكونات']","['en:palm-oil-content-unknown' 'en:non-vegan'
 'en:vegetarian-status-unknown']",[],['en:milk'],"['en:dairies' 'en:fermented-foods' 'en:fermented-milk-products'
 'en:desserts' 'en:dairy-desserts' 'en:fermented-dairy-desserts'
 'en:yogurts' 'en:plain-fermented-dairy-desserts' 'en:plain-yogurts']",a,110 g,Jaouda,66,lait frais entier poudre de lait crm amidon ferment lactique slectionn matire grasse , 
Strasbourg saucisses cuites,"[{'lang': 'main', 'text': 'Viande de dinde, huile végétale, eau, fécule 10%, sel nitrité (sel +0,6% nitrite de sodium E250), épices, stabilisants (E450-E451), exhausteur de goût E621, antioxydant E300, colorant rouge naturel E120, arôme, épices.'}
 {'lang': 'fr', 'text': 'Viande de dinde, huile végétale, eau, fécule 10%, sel nitrité (sel +0,6% nitrite de sodium E250), épices, stabilisants (E450-E451), exhausteur de goût E621, antioxydant E300, colorant rouge naturel E120, arôme, épices.'}
 {'lang': 'fr', 'text': 'Viande de dinde, huile végétale, eau, fécule 10%, sel nitrité (sel +0,6% nitrite de sodium E250), épices, stabilisants (E450-E451), exhausteur de goût E621, antioxydant E300, colorant rouge naturel E120, arôme, épices.'}]","['en:turkey-meat' 'en:poultry' 'en:turkey' 'en:vegetable-oil'
 'en:oil-and-fat' 'en:vegetable-oil-and-fat' 'en:water' 'en:starch'
 'en:e250' 'en:spice' 'en:condiment' 'en:stabiliser' 'en:flavour-enhancer'
 'en:antioxidant' 'fr:colorant-rouge-naturel-e120' 'en:flavouring'
 'fr:sel-0-6-nitrite-de-sodium-e250' 'en:e450' 'en:e451' 'en:e621'
 'en:e300']",['en:may-contain-palm-oil' 'en:non-vegan' 'en:non-vegetarian'],['en:halal'],[],"['en:meats-and-their-products' 'en:meats' 'en:prepared-meats'
 'en:poultries' 'en:sausages' 'en:turkey-and-its-products' 'en:turkeys']",unknown,,,70,viande de dinde huile vgtale eau fcule sel nitrit sel nitrite de sodium e pices stabilisants e e exhausteur de got e antioxydant e colorant rouge naturel e arme pices,colorant rouge naturel e sel nitrite de sodium e
Viennese,"[{'lang': 'main', 'text': 'alcohol'} {'lang': 'fr', 'text': 'alcohol'}
 {'lang': 'fr', 'text': 'alcohol'}]",['fr:alcohol'],"['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",['en:no-palm-oil'],[],,unknown,,Balconi,72,alcohol,alcohol
Lavache Quirit a La Creme De Fromage Rouge,"[{'lang': 'main', 'text': 'الحتويات: حليب خالي من الدسم ممیه. مادة دهنية حليبية. أجبان، بروتينات الحلیب، املاح مستحلبة : E330, E341, E452, ملح. نكهة طبيعية إيدام, مادة حافظة: سوريات الپوناسيوم, ملون بيتاکاروتين، فيتامين B 12، فيتامين D.\nContents: Skim milk. Milky fatty substance. Cheese, milk proteins, emulsified salts: E330, E341, E452, salt. Natural Flavor Edam, Preservative: Plasma Syrup, Beta-Carotene, Vitamin B 12, Vitamin D.'}
 {'lang': 'fr', 'text': 'الحتويات: حليب خالي من الدسم ممیه. مادة دهنية حليبية. أجبان، بروتينات الحلیب، املاح مستحلبة : E330, E341, E452, ملح. نكهة طبيعية إيدام, مادة حافظة: سوريات الپوناسيوم, ملون بيتاکاروتين، فيتامين B 12، فيتامين D.\nContents: Skim milk. Milky fatty substance. <span class=""allergen"">Cheese</span>, <span class=""allergen"">milk proteins</span>, emulsified salts: E330, E341, E452, salt. Natural Flavor Edam, Preservative: Plasma Syrup, Beta-Carotene, Vitamin B 12, Vitamin D.'}
 {'lang': 'fr', 'text': 'الحتويات: حليب خالي من الدسم ممیه. مادة دهنية حليبية. أجبان، بروتينات الحلیب، املاح مستحلبة : E330, E341, E452, ملح. نكهة طبيعية إيدام, مادة حافظة: سوريات الپوناسيوم, ملون بيتاکاروتين، فيتامين B 12، فيتامين D.\nContents: Skim milk. Milky fatty substance. Cheese, milk proteins, emulsified salts: E330, E341, E452, salt. Natural Flavor Edam, Preservative: Plasma Syrup, Beta-Carotene, Vitamin B 12, Vitamin D.'}]","['fr:الحتويات' 'fr:بروتينات-الحلیب' 'fr:املاح-مستحلبة' 'en:e341' 'en:e452'
 'fr:ملح' 'fr:نكهة-طبيعية-إيدام' 'fr:مادة-حافظة' 'fr:ملون-بيتاکاروتين'
 'fr:فيتامين-b-12' 'fr:فيتامين-d' 'fr:contents' 'fr:milk-proteins'
 'fr:emulsified-salts' 'fr:salt' 'fr:natural-flavor-edam'
 'fr:preservative' 'en:e160ai' 'en:e160a' 'fr:vitamin-b-12' 'fr:vitamin-d'
 'fr:حليب-خالي-من-الدسم-ممیه' 'fr:مادة-دهنية-حليبية' 'fr:أجبان' 'en:e330'
 'fr:سوريات-الپوناسيوم' 'fr:skim-milk' 'fr:milky-fatty-substance'
 'fr:cheese' 'fr:plasma-syrup']","['en:may-contain-palm-oil' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",[],['en:milk'],"['en:dairies' 'en:fermented-foods' 'en:fermented-milk-products'
 'en:cheeses' 'en:melted-cheese']",e,240 g,La Vache qui rit,75, e e e b d contents skim milk milky fatty substance cheese milk proteins emulsified salts e e e salt natural flavor edam preservative plasma syrup beta carotene vitamin b vitamin d, b d contents milk proteins emulsified salts salt natural flavor edam preservative vitamin b vitamin d skim milk milky fatty substance cheese plasma syrup
KE BY KELIA,"[{'lang': 'main', 'text': 'Maïs, Huile végétale (VOIR CACHET), Arôme: (Sirop de glucose, Sel, Exhausteurs de goût: E621, E635, Sucre, Épices, Arôme, Acidifiant: E330, Colorant E160c). PEUT CONTENIR DES TRACES DE FRUITS À COQUE ET/OU CACAHUÈTES.'}
 {'lang': 'es', 'text': 'Maíz, Aceite vegetal (VER SELLO), Aroma: (Jarabe de glucosa, Sal, Potenciadores del sabor: E621, E635, Azúcar, Especias, Aroma, Acidulante: E330, Colorante E160c). <span class=""allergen"">PUEDE CONTENER TRAZAS DE FRUTOS DE CÁSCARA Y</span>/O <span class=""allergen"">CACAHUETES</span> (PT) MILHO FRITO SABOR QUEJO. Ingredientes: Milho, Óleo vegetal (VER CARIMBO), Aroma: (Xarope de glucose, Sal, Intensificadores del sabor: E621, E635, Açúcar, Especiarias, Aroma, Acidulante: E330, Corante E160c). PODE CONTER TRACOS DE FRUTOS DE CASCA RIJA E/O AMENDOINS. (FR) MAÏS GRILLÉ GOÛT FROMAGE. Ingrédients: Mais, Huile végétale (VOIR CACHET), Arôme: (Sirop de glucose, Sel, Exhausteurs de goût: E621, E635, Sucre, Épices, Arôme, Acidifiant: E330, Colorant E160c). PEUT CONTENIR DES TRACES DE FRUITS À COQUE ET/OU CACAHUÈTES رة محمصة بنكهة الجبن. المكونات: ذرة ، ت نباتي (انظر الى الختم) ، النكهة: راب الجلوكوز ، ملح ، معززات النكهة: ٦٢١،إي635 ، السكر ، توابل، النكهات ض: إي330 ، لون اي١٦٠س). على آثار من المكسرات و / ۳۳۰ 4'}
 {'lang': 'fr', 'text': 'Maïs, Huile végétale (VOIR CACHET), Arôme: (Sirop de glucose, Sel, Exhausteurs de goût: E621, E635, Sucre, Épices, Arôme, Acidifiant: E330, Colorant E160c). PEUT CONTENIR DES TRACES DE FRUITS À COQUE ET/OU CACAHUÈTES.'}
 {'lang': 'fr', 'text': 'Maïs, Huile végétale (VOIR CACHET), Arôme: (Sirop de glucose, Sel, Exhausteurs de goût: E621, E635, Sucre, Épices, Arôme, Acidifiant: E330, Colorant E160c). PEUT CONTENIR DES TRACES DE FRUITS À COQUE ET/OU CACAHUÈTES.'}
 {'lang': 'es', 'text': 'Maíz, Aceite vegetal (VER SELLO), Aroma: (Jarabe de glucosa, Sal, Potenciadores del sabor: E621, E635, Azúcar, Especias, Aroma, Acidulante: E330, Colorante E160c). PUEDE CONTENER TRAZAS DE FRUTOS DE CÁSCARA Y/O CACAHUETES (PT) MILHO FRITO SABOR QUEJO. Ingredientes: Milho, Óleo vegetal (VER CARIMBO), Aroma: (Xarope de glucose, Sal, Intensificadores del sabor: E621, E635, Açúcar, Especiarias, Aroma, Acidulante: E330, Corante E160c). PODE CONTER TRACOS DE FRUTOS DE CASCA RIJA E/O AMENDOINS. (FR) MAÏS GRILLÉ GOÛT FROMAGE. Ingrédients: Mais, Huile végétale (VOIR CACHET), Arôme: (Sirop de glucose, Sel, Exhausteurs de goût: E621, E635, Sucre, Épices, Arôme, Acidifiant: E330, Colorant E160c). PEUT CONTENIR DES TRACES DE FRUITS À COQUE ET/OU CACAHUÈTES رة محمصة بنكهة الجبن. المكونات: ذرة ، ت نباتي (انظر الى الختم) ، النكهة: راب الجلوكوز ، ملح ، معززات النكهة: ٦٢١،إي635 ، السكر ، توابل، النكهات ض: إي330 ، لون اي١٦٠س). على آثار من المكسرات و / ۳۳۰ 4'}]","['en:corn' 'en:cereal' 'en:vegetable-oil' 'en:oil-and-fat'
 'en:vegetable-oil-and-fat' 'en:flavouring' 'en:salt'
 'en:flavour-enhancer' 'en:e635' 'en:sugar' 'en:added-sugar'
 'en:disaccharide' 'en:spice' 'en:condiment' 'en:acid' 'en:colour'
 'fr:voir-cachet' 'en:glucose-syrup' 'en:monosaccharide' 'en:glucose'
 'en:e621' 'en:e330' 'en:e160c']","['en:palm-oil-free' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",['en:green-dot'],[],"['en:plant-based-foods-and-beverages' 'en:plant-based-foods'
 'en:cereals-and-potatoes' 'en:seeds' 'en:cereals-and-their-products'
 'en:cereal-grains' 'en:corn']",d,85g,kelia,80,mas huile vgtale voir cachet arme sirop de glucose sel exhausteurs de got e e sucre pices arme acidifiant e colorant ec peut contenir des traces de fruits coque etou cacahutes,voir cachet
Petit beurre,"[{'lang': 'main', 'text': ""Farine de blé, Sucre, Beurre 11%, Fins éclats de caramel (Sucre, Lait écrémé en poudre), Huiles végétales hydrogénée (Palme), Amidon, Œufs entier liquide pasteurisé, Lait écrémé en poudre, Sirop de sucre inverti, poudres à lever (Pyrophosphate acide de sodium, Bicarbonates de sodium, Bicarbonates d'ammonium), sel, émulsifiant (lécithines de soja), arôme (vanilline). *Contient: Blé (céréales contenant du gluten), œufs, soja et lait.""}
 {'lang': 'fr', 'text': ""Farine de blé, Sucre, Beurre 11%, Fins éclats de caramel (Sucre, Lait écrémé en poudre), Huiles végétales hydrogénée (Palme), Amidon, Œufs entier liquide pasteurisé, Lait écrémé en poudre, Sirop de sucre inverti, poudres à lever (Pyrophosphate acide de sodium, Bicarbonates de sodium, Bicarbonates d'ammonium), sel, émulsifiant (lécithines de soja), arôme (vanilline). *Contient: Blé (céréales contenant du gluten), œufs, soja et lait.""}
 {'lang': 'fr', 'text': 'Farine de <span class=""allergen"">blé</span>, Sucre, <span class=""allergen"">Beurre</span> 11%, Fins éclats de caramel (Sucre, Lait écrémé en poudre), Huiles végétales hydrogénée (Palme), Amidon, Œufs entier liquide pasteurisé, Lait écrémé en poudre, Sirop de sucre inverti, poudres à lever (Pyrophosphate acide de sodium, Bicarbonates de sodium, Bicarbonates d\'ammonium), sel, émulsifiant (<span class=""allergen"">lécithines de soja</span>), arôme (vanilline). *Contient: Blé (céréales contenant du <span class=""allergen"">gluten</span>), <span class=""allergen"">œufs</span>, <span class=""allergen"">soja</span> et <span class=""allergen"">lait</span>.'}]","['en:wheat-flour' 'en:cereal' 'en:flour' 'en:wheat' 'en:cereal-flour'
 'en:sugar' 'en:added-sugar' 'en:disaccharide' 'en:butter' 'en:dairy'
 'fr:fins-eclats-de-caramel' 'en:hydrogenated-vegetable-oil'
 'en:oil-and-fat' 'en:vegetable-oil-and-fat' 'en:oil' 'en:vegetable-oil'
 'en:hydrogenated-oil' 'en:starch' 'en:whole-liquid-pasteurised-egg'
 'en:egg' 'en:whole-egg' 'en:skimmed-milk-powder' 'en:milk-powder'
 'en:invert-sugar-syrup' 'en:monosaccharide' 'en:syrup' 'en:invert-sugar'
 'en:sugar-syrup' 'en:raising-agent' 'en:salt' 'en:emulsifier'
 'en:flavouring' 'en:soya' 'en:milk' 'en:palm' 'en:palm-oil-and-fat'
 'en:palm-oil' 'en:e450i' 'en:e450' 'en:e500ii' 'en:e500' 'en:e503ii'
 'en:e503' 'en:soya-lecithin' 'en:e322' 'en:e322i' 'en:vanillin-flavour'
 'en:cereals-containing-gluten']",['en:palm-oil' 'en:non-vegan' 'en:vegetarian-status-unknown'],[],['en:eggs' 'en:gluten' 'en:milk' 'en:soybeans'],"['en:snacks' 'en:sweet-snacks' 'en:biscuits-and-cakes' 'en:biscuits'
 'en:petit-beurre' 'en:biscuit-au-beurre' 'en:snacks-sucres']",e,60g,Bé,87,farine de bl sucre beurre fins clats de caramel sucre lait crm en poudre huiles vgtales hydrogne palme amidon ufs entier liquide pasteuris lait crm en poudre sirop de sucre inverti poudres lever pyrophosphate acide de sodium bicarbonates de sodium bicarbonates dammonium sel mulsifiant lcithines de soja arme vanilline contient bl crales contenant du gluten ufs soja et lait,fins eclats de caramel
Cream Cheese,"[{'lang': 'main', 'text': 'Lait pasteurisé, sel, épaississant: gomme de caroube (E410), cultures: présure (microbienne)'}
 {'lang': 'fr', 'text': 'Lait pasteurisé, sel, épaississant: gomme de caroube (E410), cultures: présure (microbienne)'}
 {'lang': 'fr', 'text': 'Lait pasteurisé, sel, épaississant: gomme de caroube (E410), cultures: présure (microbienne)'}]","['en:pasteurised-milk' 'en:dairy' 'en:milk' 'en:salt' 'en:thickener'
 'en:ferment' 'en:e410' 'en:rennet' 'en:enzyme' 'en:coagulating-enzyme'
 'fr:microbienne']",['en:palm-oil-free' 'en:non-vegan' 'en:vegetarian-status-unknown'],[],['en:milk'],"['en:dairies' 'en:fermented-foods' 'en:fermented-milk-products'
 'en:cheeses' 'en:cream-cheeses']",d,200g,Aknaz,94,lait pasteuris sel paississant gomme de caroube e cultures prsure microbienne,microbienne
Danone le nature 125 g x 4,"[{'lang': 'main', 'text': 'LAIT partiellement écrémé à 1 % Mat. Gr. (94,7%), LAIT écrémé concentréou en poudre (5,2%), ferments lactiques (LAIT) LAIT : Origine France'}
 {'lang': 'fr', 'text': '<span class=""allergen"">LAIT</span> </span>partiellement écrémé à 1 % Mat. Gr. (94,7%), <span class=""allergen"">LAIT</span> </span>écrémé concentréou en poudre (5,2%), <span class=""allergen"">ferments lactiques</span> (<span class=""allergen"">LAIT</span>) <span class=""allergen"">LAIT</span> : Origine France'}
 {'lang': 'en', 'text': 'milk (94.7%), concentrated or powdered skimmed milk (5.2%), lactic ferments (milk), milk: origin france'}
 {'lang': 'en', 'text': '<span class=""allergen"">milk</span> (94.7%), concentrated or powdered skimmed milk (5.2%), lactic ferments (<span class=""allergen"">milk</span>), milk: origin france'}
 {'lang': 'fr', 'text': 'LAIT partiellement écrémé à 1 % Mat. Gr. (94,7%), LAIT écrémé concentréou en poudre (5,2%), ferments lactiques (LAIT) LAIT : Origine France'}]","['fr:lait-partiellement-ecreme-a-1-matieres-grasses'
 'fr:lait-ecreme-concentreou-en-poudre' 'en:lactic-ferments' 'en:ferment'
 'en:microbial-culture' 'en:milk' 'en:dairy']","['en:palm-oil-content-unknown' 'en:non-vegan'
 'en:vegetarian-status-unknown']","['en:french-milk' 'en:made-in-france' 'en:nutriscore'
 'en:nutriscore-grade-a' 'fr:triman']",['en:milk'],"['en:dairies' 'en:fermented-foods' 'en:fermented-milk-products'
 'en:desserts' 'en:dairy-desserts' 'en:fermented-dairy-desserts'
 'en:yogurts' 'en:plain-fermented-dairy-desserts' 'en:plain-yogurts']",a,0.5 kg,"Danone, Danone set plain",110,lait partiellement crm mat gr lait crm concentrou en poudre ferments lactiques lait lait origine france,lait partiellement ecreme a matieres grasses lait ecreme concentreou en poudre
